name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price,menu
Nem Chua Rán 267 - Ngọc Lâm,30000 - 55000,6.9,Ăn vặt/vỉa hè,"267 Ngọc Lâm, Quận Long Biên, Hà Nội",44,Ăn vặt - Ăn nhẹ, 08:00 - 22:00,0,0,0,ăn vặt ăn nhẹ nan,30000,55000,42500.0,nan
CHUMcrv - Lẩu Thái - 46 Thợ Nhuộm,20000 - 400000,8.6,Café/Dessert,"46 Thợ Nhuộm, P. Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",2,"Thịt Gà, Bún, Lẩu", 11:00 - 14:00 | 17:00 - 23:59,0,0,0,thịt gà bún lẩu thịt gà bún lẩu gà ta luộc nửa conem chua ránmỳ xào bòrâu mực chiên giònkhoai tây chiênrau muống xào tỏingô chiêngân nem chiên xùgà ránmực trứng hấp,20000,400000,210000.0,thịt gà bún lẩu gà ta luộc nửa coNem chua ránmỳ xào bòrâu mực chiên giònkhoai tây chiênrau muống xào tỏingô chiêngân nem chiên xùgà ránmực trứng hấp
Ktop - Korean Hot Pot - Aeon Mall Hà Đông,139000 - 239000,9.3,Nhà hàng,"Lô T268, Tầng 2 TTTM Aeon Mall Hà Đông, P. Dương Nội, Quận Hà Đông, Hà Nội",3,Lẩu, 10:00 - 22:00,1,0,1,lẩu nan,139000,239000,189000.0,nan
Gyu-Kaku Japanese BBQ - AEON Mall Long Biên,100000 - 500000,6.6,Nhà hàng,"Tầng 3, AEON Mall Long Biên, 27 Cổ Linh, Quận Long Biên, Hà Nội",44,Lẩu, 11:00 - 23:00,1,0,1,lẩu nan,100000,500000,300000.0,nan
King BBQ - Vua Nướng Hàn Quốc - AEON Mall Long Biên,200000 - 400000,6.8,Nhà hàng,"Tầng 3, AEON Mall Long Biên, 27 Cổ Linh, Quận Long Biên, Hà Nội",27,"Thịt Gà, Bò nướng, Thịt Heo, Thịt Bò, Hải sản", 08:00 - 21:30,1,0,1,thịt gà bò nướng thịt heo thịt bò hải sản thịt gà bò nướng thịt heo thịt bò hải sản combo nướng daegucombo nướng gwangjucombo nướng incheoncombo nướng busancombo nướng lẩu seoul,200000,400000,300000.0,thịt gà bò nướng thịt heo thịt bò hải sản combo nướng daegucombo nướng gwangjucombo nướng incheoncombo nướng busancombo nướng lẩu seoul
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - AEON Mall Long Biên,30000 - 300000,9.1,Nhà hàng,"AEON Mall Long Biên, 27 Cổ Linh, Quận Long Biên, Hà Nội",2,Lẩu, 10:00 - 22:00,1,0,1,lẩu nan,30000,300000,165000.0,nan
Bánh Cuốn Đức Hạnh,30000 - 50000,8.7,Quán ăn,"B9 Ngõ 43 Phạm Ngọc Thạch, P. Kim Liên, Quận Đống Đa, Hà Nội",16,"Bánh ướt, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:00 - 15:00,0,0,0,bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh cuốn thịt chảbánh cuốn thịtbánh cuốn trứng chínbánh cuốn trứng lòng đàochả lụa phúc lộcbánh cuốn tômbánh cuốn tôm chảbánh cuốn nhân hành khôchả nướng k xiênbánh cuốn chả nướng k,30000,50000,40000.0,bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh cuốn thịt chảbánh cuốn thịtbánh cuốn trứng chínbánh cuốn trứng lòng đàochả lụa phúc lộcbánh cuốn tômbánh cuốn tôm chảbánh cuốn nhân hành khôchả nướng k xiênbánh cuốn chả nướng k
Chàm Cafe - Thái Hà,30000 - 40000,9.1,Café/Dessert,"28 Ngõ Thái Hà, Quận Đống Đa, Hà Nội",2,"Café - Kem, Sinh tố - Nước ép, Thức uống", 08:00 - 22:00,0,0,1,café kem sinh tố nước ép thức uống café kem sinh tố nước ép thức uống điệptằmkéncoldbrew camtơhương mùa hècold brew mơmặn mòicold brew quấtrà mơ đào,30000,40000,35000.0,café kem sinh tố nước ép thức uống điệptằmkéncoldbrew camtơhương mùa hècold brew mơmặn mòicold brew quấTrà mơ đào
Phở Lý Quốc Sư - Thành Công,40000 - 100000,8.5,Quán ăn,"120B1 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội",3,"Phở, Bánh mì, Bún, Thịt Bò, Món nước, Bánh - Kẹo", 05:00 - 14:00 | 15:00 - 22:00,1,0,1,phở bánh mì bún thịt bò món nước bánh kẹo phở bánh mì bún thịt bò món nước bánh kẹo phở tái chínphở chínphở bắp hoaphở táiphở tái nạm gầuphở tái gầuphở bắp nạm gầuphở sốt vangphở nạm gầuphở bắp gầu,40000,100000,70000.0,phở bánh mì bún thịt bò món nước bánh kẹo phở tái chínphở chínphở bắp hoaphở táiphở tái nạm gầuphở tái gầuphở bắp nạm gầuphở sốt vangphở nạm gầuphở bắp gầu
Bánh Cuốn & Bún Chả Gia An - Trần Đăng Ninh,15000 - 50000,6.6,Quán ăn,"62 Trần Đăng Ninh, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",11,"Bánh ướt, Bún, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ", 15:30 - 21:00 | 06:00 - 13:30,1,0,0,bánh ướt bún bánh kẹo bánh cuốn ăn vặt ăn nhẹ bánh ướt bún bánh kẹo bánh cuốn ăn vặt ăn nhẹ bánh cuốn nhân thịt chả viênbánh cuốn nhân thịt nem tômbánh cuốn nhân thịt lạp xưởngbánh cuốn nhân thịt chả ránbánh cuốn nhân thịtbánh cuốn nhân thịt thịt nướngbánh cuốn nhân thịt ruốc tômbánh cuốn nhân thịt chả tômbánh cuốn nhân thịt chả mựcbánh cuốn mượt chả rán,15000,50000,32500.0,bánh ướt bún bánh kẹo bánh cuốn ăn vặt ăn nhẹ bánh cuốn nhân thịt chả viênbánh cuốn nhân thịt nem tômbánh cuốn nhân thịt lạp xưởngbánh cuốn nhân thịt chả ránbánh cuốn nhân thịtbánh cuốn nhân thịt thịt nướngbánh cuốn nhân thịt ruốc tômbánh cuốn nhân thịt chả tômbánh cuốn nhân thịt chả mựcbánh cuốn mượt chả rán
Phở Oanh - Nguyễn Trường Tộ,30000 - 40000,7.0,Quán ăn,"113 Nguyễn Truờng Tộ, Quận Ba Đình, Hà Nội",4,"Phở, Món nước", 06:00 - 10:00,0,0,0,phở món nước phở món nước phở bò tái chínphở bò tái nạmphở bò táiphở xào bò,30000,40000,35000.0,phở món nước phở bò tái chínphở bò tái nạmphở bò táiphở xào bò
Bánh Mì Tuhu Bread - Trần Quý Cáp,20000 - 30000,6.6,Quán ăn,"50 Trần Quý Cáp, P. Văn Miếu, Quận Đống Đa, Hà Nội",3,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:00 - 23:30,0,0,0,bánh mì bánh kẹo ăn vặt ăn nhẹ bánh mì bánh kẹo ăn vặt ăn nhẹ cocacola chỉ đcombo bánh thịt heo nướng cocacolacombo bánh mì gà hawai cocacolacocacolacombo bánh mì thịt heo nướng cocacola combo bánh mì gà hawai cocacola cocacolaô mai xí muội grda heo tỏi ớt grkhô gà bơ tỏi gr,20000,30000,25000.0,bánh mì bánh kẹo ăn vặt ăn nhẹ cocacola chỉ đcombo bánh thịt heo nướng cocacolacombo bánh mì gà hawaI cocacolacocacolacombo bánh mì thịt heo nướng cocacola combo bánh mì gà hawaI cocacola cocacolaô mai xí muội grda heo tỏi ớt grkhô gà bơ tỏi gr
Thuý Hạnh - Bánh Cuốn Đêm,30000 - 50000,8.3,Ăn vặt/vỉa hè,"15 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội",2,"Bánh ướt, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 18:00 - 04:00,0,0,0,bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh cuốn chả quếbánh cuốn trứngbánh cuốn ruốc tôm thịt,30000,50000,40000.0,bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh cuốn chả quếbánh cuốn trứngbánh cuốn ruốc tôm thịt
Bánh Cuốn Đêm - Tôn Đức Thắng,30000 - 50000,7.4,Ăn vặt/vỉa hè,"Cuối Ngõ 109 Tôn Đức Thắng, P. Hàng Bột, Quận Đống Đa, Hà Nội",1,"Bánh ướt, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 21:00 - 23:59 | 00:01 - 04:00,0,0,0,bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh cuốn miếng chả quế,30000,50000,40000.0,bánh ướt bánh kẹo ăn vặt ăn nhẹ bánh cuốn miếng chả quế
Ốc Ngon 22 - Hồ Văn Chương,25000 - 50000,8.1,Quán ăn,"Số 29 Hồ Văn Chương, P. Văn Chương, Quận Đống Đa, Hà Nội",2,"Tôm, Cua - Ghẹ, Hải sản, Cá, Nghêu - Sò - Ốc , Mực, Ăn vặt - Ăn nhẹ, Thức uống", 15:00 - 23:30,0,0,1,tôm cua ghẹ hải sản cá nghêu sò ốc mực ăn vặt ăn nhẹ thức uống tôm cua ghẹ hải sản cá nghêu sò ốc mực ăn vặt ăn nhẹ thức uống ốc mít hấp sảốc mít xào meốc mít luộc mắm ớtốc mít xào dừaốc mít xào mắm tắcốc nhỏ hấp sảốc nhỏ luộc mắm ớtốc nhỏ xào meốc nhỏ xào dừaốc nhỏ xào mắm tắc,25000,50000,37500.0,tôm cua ghẹ hải sản cá nghêu sò ốc mực ăn vặt ăn nhẹ thức uống ốc mít hấp sảốc mít xào meốc mít luộc mắm ớtốc mít xào dừaốc mít xào mắm tắcốc nhỏ hấp sảốc nhỏ luộc mắm ớtốc nhỏ xào meốc nhỏ xào dừaốc nhỏ xào mắm tắc
Salavi - Bánh Mì Nướng Muối Ớt - Hàng Giầy,10000 - 20000,7.6,Ăn vặt/vỉa hè,"1 Hàng Giầy, P. Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",45,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 16:30 - 22:00,0,0,0,bánh mì bánh kẹo ăn vặt ăn nhẹ nem cá bò viên bánh mì bánh kẹo ăn vặt ăn nhẹ nem cá bò viên bánh mì nướng muối ớthịt xiên nướngxiên trứngbánh mì bơ mật ongxúc xíchtrà sâm dứatrà đàotrà quấtrà chanh,10000,20000,15000.0,bánh mì bánh kẹo ăn vặt ăn nhẹ nem cá bò viên bánh mì nướng muối ớThịt xiên nướngxiên trứngbánh mì bơ mật ongxúc xíchtrà sâm dứatrà đàotrà quấTrà chanh
Chè Ngon Truyền Thống - Tô Hiệu,10000 - 28000,6.6,Ăn vặt/vỉa hè,"295 Tô Hiệu, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",12,"Chè, Ăn vặt - Ăn nhẹ, Cá/bò viên", 10:00 - 23:00,0,0,0,chè ăn vặt ăn nhẹ cá bò viên chè ăn vặt ăn nhẹ cá bò viên chè thái sầu riêngchè thái bưởichè thái khoai dẻochè thái mít trân châuchè thái caramenchè thái thập cẩm sầu riêngchè thái trân châutrôi tàu nóngchè thái đậu đỏchè thái dừa non lá dứa,10000,28000,19000.0,chè ăn vặt ăn nhẹ cá bò viên chè thái sầu riêngchè thái bưởichè thái khoai dẻochè thái mít trân châuchè thái caramenchè thái thập cẩm sầu riêngchè thái trân châutrôi tàu nóngchè thái đậu đỏchè thái dừa non lá dứa
Chè Ngon Hà Nội - 297 Tô Hiệu,15000 - 20000,6.9,Ăn vặt/vỉa hè,"297 Tô Hiệu, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",57,"Chè, Ăn vặt - Ăn nhẹ", 09:30 - 23:00,0,0,0,chè ăn vặt ăn nhẹ chè ăn vặt ăn nhẹ chè thập cẩmchè khúc bạch trà xanh nhãnchè thái sầu riêngchè caramen thập cẩmchè bưởichè thái thập cẩmchè dừa nonchè thái sương sa hạt lựuchè thái bưởichè khúc bạch caramen,15000,20000,17500.0,chè ăn vặt ăn nhẹ chè thập cẩmchè khúc bạch trà xanh nhãnchè thái sầu riêngchè caramen thập cẩmchè bưởichè thái thập cẩmchè dừa nonchè thái sương sa hạt lựuchè thái bưởichè khúc bạch caramen
Hà Dũng - Lẩu Ếch,50000 - 150000,7.1,Quán ăn,"15A Long Biên 1, Quận Long Biên, Hà Nội",18,"Thịt Ếch, Lẩu", 17:00 - 22:30,0,0,0,thịt ếch lẩu nan,50000,150000,100000.0,nan
Vua Chả Cá - Nguyễn Thị Định,100000 - 300000,6.4,Nhà hàng,"48 Nguyễn Thị Định, P. Trung Hoà, Quận Cầu Giấy, Hà Nội",33,"Hải sản, Chè, Cá, Salad", 11:00 - 23:00,0,0,1,hải sản chè cá salad hải sản chè cá salad combo chả cácombo chả cácombo đặc biệtcombo đặc biệtcombo đặc biệtcombo chả cáchả cá lăng đặc biệtlòng cá lăng đặc biệtchè bưởi đặc biệtlòng cá,100000,300000,200000.0,hải sản chè cá salad combo chả cácombo chả cácombo đặc biệtcombo đặc biệtcombo đặc biệtcombo chả cáchả cá lăng đặc biệtlòng cá lăng đặc biệtchè bưởi đặc biệtlòng cá
Buk Buk - Buffet Nướng Đường Phố - Savico Megamall,129000 - 169000,5.7,Buffet,"Tầng 3, Savico Megamall Long Biên, 7 - 9 Nguyễn Văn Linh, Quận Long Biên, Hà Nội",5,"Bò nướng, Gà rán, Thịt Bò, Beefsteak - Bò né, Sườn nướng, Chân cánh gà nướng, Gà Hải Nam", 10:00 - 22:00,1,0,1,bò nướng gà rán thịt bò bEfsteak bò né sườn nướng chân cánh gà nướng gà hải nam nan,129000,169000,149000.0,nan
Mạnh Đức - Phở & Cơm Văn Phòng,20000 - 50000,8.0,Quán ăn,"23/8 Ngõ 379 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội",10,"Phở, Bún, Mì, Món nước, Miến, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, Nem, Cá/bò viên", 07:30 - 21:00,0,0,0,phở bún mì món nước miến cơm văn phòng ăn vặt ăn nhẹ cơm nem cá bò viên phở bún mì món nước miến cơm văn phòng ăn vặt ăn nhẹ cơm nem cá bò viên nem chua ránphô mai quekhoai môn lệ phố cbánh bao chiêntrứng lộn ngải cứu quảtrứng vịt lộn quảkhoai lang kénkhoai lang chiênkhoai tây lắckhoai tây chiên,20000,50000,35000.0,phở bún mì món nước miến cơm văn phòng ăn vặt ăn nhẹ cơm nem cá bò viên nem chua ránphô mai quekhoai môn lệ phố cbánh bao chiêntrứng lộn ngải cứu quảtrứng vịt lộn quảkhoai lang kénkhoai lang chiênkhoai tây lắckhoai tây chiên
STEAM BOX - Nhà Hàng Hấp Việt - Nguyễn Thị Định,150000 - 500000,8.2,Quán ăn,"25 Nguyễn Thị Định, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",4,"Tôm, Thịt Dê, Bò nướng, Bồ Câu, Heo rừng/mọi, Thịt Bò, Hải sản, Sườn nướng, Bê thui, Lẩu, Cá, Nghêu - Sò - Ốc , Đà điểu", 09:00 - 23:00,1,0,1,tôm thịt dê bò nướng bồ câu heo rừng mọi thịt bò hải sản sườn nướng bê thui lẩu cá nghêu sò ốc đà điểu tôm thịt dê bò nướng bồ câu heo rừng mọi thịt bò hải sản sườn nướng bê thui lẩu cá nghêu sò ốc đà điểu salad tôm xoài xanhsúp hải sảnsúp cua ngô kemnộm dê hoa chuốidưa muốisalad cà chua dưa chuộtkimchi hàn quốcnộm sứa hoa chuối xoài xanhsalad cá ngừ nhật bảncơm rang hải sản,150000,500000,325000.0,tôm thịt dê bò nướng bồ câu heo rừng mọi thịt bò hải sản sườn nướng bê thui lẩu cá nghêu sò ốc đà điểu salad tôm xoài xanhsúp hải sảnsúp cua ngô kemnộm dê hoa chuốidưa muốisalad cà chua dưa chuộtkimchi hàn quốcnộm sứa hoa chuối xoài xanhsalad cá ngừ nhật bảncơm rang hải sản
Liên Béo - Bún Đậu Mắm Tôm & Bún Bò Nam Bộ,20000 - 50000,8.3,Quán ăn,"11 Vũ Tông Phan, Quận Thanh Xuân, Hà Nội",2,"Bún, Món nước", 08:00 - 17:00,0,0,0,bún món nước nan,20000,50000,35000.0,nan
Bún Chả Cầu Đen - Hà Đông,25000 - 50000,6.6,Quán ăn,"22 Tô Hiệu, Quận Hà Đông, Hà Nội",22,"Đậu hũ, Bún, Ăn vặt - Ăn nhẹ, Cơm, Nem", 06:00 - 21:00,1,0,1,đậu hũ bún ăn vặt ăn nhẹ cơm nem đậu hũ bún ăn vặt ăn nhẹ cơm nem bún chảnem ránthịt nướngbún nemcơm cá tộcơm thịt lợncơm tự chọncơm bòcơm gàđậu phụ chiên giòn k,25000,50000,37500.0,đậu hũ bún ăn vặt ăn nhẹ cơm nem bún chảnem ránthịt nướngbún nemcơm cá tộcơm thịt lợncơm tự chọncơm bòcơm gàđậu phụ chiên giòn k
NemZone - Nem Nướng Ngon Lạ,55000 - 299000,7.7,Quán ăn,"18 Ngõ 266 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội",14,"Ăn vặt - Ăn nhẹ, Nem", 09:00 - 18:00,1,0,1,ăn vặt ăn nhẹ nem ăn vặt ăn nhẹ nem túi nem que tự nướng hoặc rán tại nhà túi tổng hợp vị tự nướng hoặc rán tại nhà túi nem phomai tự nướng hoặc rán tại nhà túi nem nấm tự nướng hoặc rán tại nhà phí nướng sẵntúi cánh gà nướng tự nướng hoặc rán tại nhà túi nem tôm tự nướng hoặc rán tại nhà túi nem cua tự nướng hoặc rán tại nhà túi nem chuối tự nướng hoặc rán tại nhà túi nem xôi tự nướng hoặc rán tại nhà,55000,299000,177000.0,ăn vặt ăn nhẹ nem túi nem que tự nướng hoặc rán tại nhà túi tổng hợp vị tự nướng hoặc rán tại nhà túi nem phomai tự nướng hoặc rán tại nhà túi nem nấm tự nướng hoặc rán tại nhà phí nướng sẵntúi cánh gà nướng tự nướng hoặc rán tại nhà túi nem tôm tự nướng hoặc rán tại nhà túi nem cua tự nướng hoặc rán tại nhà túi nem chuối tự nướng hoặc rán tại nhà túi nem xôi tự nướng hoặc rán tại nhà
Cutisun Restaurant - Bò Bít Tết,50000 - 500000,7.2,Nhà hàng,"38 Đỗ Quang, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",41,"Bánh mì, Thịt Bò, Beefsteak - Bò né, Mì, Salad, Cơm, Thịt Cừu, Xúc xích, Fastfood - Thức ăn nhanh", 10:00 - 21:00,1,0,1,bánh mì thịt bò bEfsteak bò né mì salad cơm thịt cừu xúc xích fastfOd thức ăn nhanh bánh mì thịt bò befsteak bò né mì salad cơm thịt cừu xúc xích fastfod thức ăn nhanh lõi nạc vai bò mỹ nướng tảng grbò lúc lắc grđầu vai bò mỹ cast ironthăn lưng dành cho ngườisườn heo mỹchuck flat bẹ vai bò mỹ grmì ý bò bămsalad sốt dâu tằmsalad sốt chanh leosalad sốt creamy,50000,500000,275000.0,bánh mì thịt bò bEfsteak bò né mì salad cơm thịt cừu xúc xích fastfOd thức ăn nhanh lõi nạc vai bò mỹ nướng tảng grbò lúc lắc grđầu vai bò mỹ cast ironthăn lưng dành cho ngườisườn heo mỹchuck flat bẹ vai bò mỹ grmì ý bò bămsalad sốt dâu tằmsalad sốt chanh leosalad sốt creamy
Bún Cá Chấm Họ Vũ - Thái Hà,35000 - 50000,5.3,Quán ăn,"340 Thái Hà, Quận Đống Đa, Hà Nội",2,"Bún, Hải sản, Món nước, Cá", 07:00 - 14:00 | 17:00 - 21:00,0,0,1,bún hải sản món nước cá bún hải sản món nước cá bún cá chấm kèm nước dùng bún cá chấm đặc biệt chả sụn cá giòn bún cá chấm đặc biệt cá thêm cá chiên giònbún cá họ vũ trà quấtrà quấtchả sụn,35000,50000,42500.0,bún hải sản món nước cá bún cá chấm kèm nước dùng bún cá chấm đặc biệt chả sụn cá giòn bún cá chấm đặc biệt cá thêm cá chiên giònbún cá họ vũ trà quấTrà quấtchả sụn
Phương Thảo - Bia Hơi & Bò Bít Tết,10000 - 50000,8.0,Quán ăn,"201 Nguyễn Ngọc Vũ, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",1,"Thịt Bò, Beefsteak - Bò né, Thức uống, Bia", 09:00 - 22:00,0,0,0,thịt bò bEfsteak bò né thức uống bia thịt bò befsteak bò né thức uống bia bò bít tết,10000,50000,30000.0,thịt bò bEfsteak bò né thức uống bia bò bít tết
Five Star Vietnam - Tân Triều,15000 - 50000,4.2,Quán ăn,"158 Tân Triều, X. Tân Triều, Huyện Thanh Trì, Hà Nội",5,"Thịt Gà, Gà rán, Ăn vặt - Ăn nhẹ, Cơm, Cá/bò viên, Xúc xích, Fastfood - Thức ăn nhanh", 07:00 - 22:00,0,0,0,thịt gà gà rán ăn vặt ăn nhẹ cơm cá bò viên xúc xích fastfOd thức ăn nhanh thịt gà gà rán ăn vặt ăn nhẹ cơm cá bò viên xúc xích fastfod thức ăn nhanh gà giòn cay gà giòn không cay chân gà chiên giòngà sốt cay nóng đùi gà truyền thốngkhoai tây lắc suất nhỏ khoai tây lắc suất lớn xúc xích sumoxúc xích phô maichả giò xiên que,15000,50000,32500.0,thịt gà gà rán ăn vặt ăn nhẹ cơm cá bò viên xúc xích fastfOd thức ăn nhanh gà giòn cay gà giòn không cay chân gà chiên giòngà sốt cay nóng đùi gà truyền thốngkhoai tây lắc suất nhỏ khoai tây lắc suất lớn xúc xích sumoxúc xích phô maichả giò xiên que
Bánh Cuốn & Bún Chả Hoàng Long,15000 - 33000,6.7,Quán ăn,"1A Yên Xá, X. Tân Triều, Huyện Thanh Trì, Hà Nội",16,"Bánh ướt, Bún, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ", 07:00 - 21:00,0,0,0,bánh ướt bún bánh kẹo bánh cuốn ăn vặt ăn nhẹ bánh ướt bún bánh kẹo bánh cuốn ăn vặt ăn nhẹ bún chả trộn thịt nướng đặc biệt sài gòn cocacolabún chả nướng lẫn cocacola bún chả nướng lẫn cocacolacocacola bún chả trộn thịt nướng đặc biệt sài gòn cocacola cocacolacocacolacombo bún chả băm nướng tươi pepsi vị chanh không calocombo bánh cuốn nóng chả nướng tươi pepsi vị chanh không calocombo bún chả trộn đặc biệt sài gòn pepsi vị chanh không calo,15000,33000,24000.0,bánh ướt bún bánh kẹo bánh cuốn ăn vặt ăn nhẹ bún chả trộn thịt nướng đặc biệt sài gòn cocacolabún chả nướng lẫn cocacola bún chả nướng lẫn cocacolacocacola bún chả trộn thịt nướng đặc biệt sài gòn cocacola cocacolacocacolacombo bún chả băm nướng tươi pepsi vị chanh không calocombo bánh cuốn nóng chả nướng tươi pepsi vị chanh không calocombo bún chả trộn đặc biệt sài gòn pepsi vị chanh không calo
Cờ-Rếp - Lò Đúc,20000 - 75000,6.9,Ăn vặt/vỉa hè,"38 Lò Đúc, P. Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",11,"Ăn vặt - Ăn nhẹ, Nem", 06:00 - 15:00 | 15:00 - 22:00,0,0,0,ăn vặt ăn nhẹ nem ăn vặt ăn nhẹ nem combo cờrếp xúc xích phomai trà cozycombo cờ rếp jambong phomai trà cozycombo cờ rếp nutela chuối trà cozycombo cờ rếp gà phomai trà cozycombo cờ rếp trứng phomai trà cozyxúc xích phomaijambong phomaicờ rếp pizagà hun khói phô maigà teriyaki phomai,20000,75000,47500.0,ăn vặt ăn nhẹ nem combo cờrếp xúc xích phomai trà cozycombo cờ rếp jambong phomai trà cozycombo cờ rếp nuteLa chuối trà cozycombo cờ rếp gà phomai trà cozycombo cờ rếp trứng phomai trà cozyxúc xích phomaijambong phomaicờ rếp piZagà hun khói phô maigà teriyaki phomai
Korea Box 1998 - Ẩm Thực Hàn Quốc,20000 - 100000,7.5,Quán ăn,"51 Xuân Diệu, P. Quảng An, Quận Tây Hồ, Hà Nội",11,"Thịt Gà, Gà rán, Cơm Chiên, Thịt Heo, Miến, Salad, Dimsum, Ăn vặt - Ăn nhẹ, Cơm, Xúc xích, Fastfood - Thức ăn nhanh", 10:00 - 23:00,1,0,1,thịt gà gà rán cơm chiên thịt heo miến salad dimsum ăn vặt ăn nhẹ cơm xúc xích fastfOd thức ăn nhanh thịt gà gà rán cơm chiên thịt heo miến salad dimsum ăn vặt ăn nhẹ cơm xúc xích fastfod thức ăn nhanh prime bef sushifried dumpling pcs há cảo rteg omlet trứng cuộnhouse salad salad raufishcake stew canh chả cáchicken salad salad thịt gàsweat potato khoai lang chiênvege tempurawedge potato khoai tây chiênpork kimchi stew 김치찌개 canh kimchi,20000,100000,60000.0,thịt gà gà rán cơm chiên thịt heo miến salad dimsum ăn vặt ăn nhẹ cơm xúc xích fastfOd thức ăn nhanh prime bEf sushifried dumpling pcs há cảo rteG omlet trứng cuộnhouse salad salad raufishcake stew canh chả cáchicken salad salad thịt gàsweat potato khoai lang chiênvege tempurawedge potato khoai tây chiênpork kimchi stew 김치찌개 canh kimchi
Jotako - Takoyaki House - Phan Kế Bính,40000 - 80000,8.6,Quán ăn,"56 Phan Kế Bính, P. Cống Vị, Quận Ba Đình, Hà Nội",1,"Sushi & Sashimi, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên, Fastfood - Thức ăn nhanh", 11:00 - 22:00,0,0,0,sushi sashimi ăn vặt ăn nhẹ nem cá bò viên fastfOd thức ăn nhanh sushi sashimi ăn vặt ăn nhẹ nem cá bò viên fastfod thức ăn nhanh takoyaki truyền thống viêntakoyaki truyền thống viênkarachizu viênkarachizu viêntakuan taru taru viêntakuan taru taru viênteritama viênteritama viên negipon viênegipon viên,40000,80000,60000.0,sushi sashimi ăn vặt ăn nhẹ nem cá bò viên fastfOd thức ăn nhanh takoyaki truyền thống viêntakoyaki truyền thống viênkarachizu viênkarachizu viêntakuan taru taru viêntakuan taru taru viênteritama viênteritama viên negipon viêNegipon viên
Lẩu Hơi Trường An,150000 - 500000,8.2,Quán ăn,"14 Trương Công Giai, Quận Cầu Giấy, Hà Nội",10,Lẩu, 09:00 - 23:00,1,0,1,lẩu nan,150000,500000,325000.0,nan
Cơm Gà Bà Yến - Khâm Thiên,20000 - 54000,8.5,Quán ăn,"129 Khâm Thiên, P. Khâm Thiên, Quận Đống Đa, Hà Nội",18,"Gà rán, Cơm", 07:00 - 23:00,0,0,0,gà rán cơm gà rán cơm sụn gà rang muối size sụn gà rang muối size msụn gà rang muối size lset cơm gà sốt cay ngọt hàn quốcset cơm trứng set cơm gà rang muốiset cơm gà song hànhset cơm tỏi gà sốt cay ngọt hàn quốcset cơm gà rán hoàng kimset cơm tỏi gà truyền thống,20000,54000,37000.0,gà rán cơm sụn gà rang muối size Sụn gà rang muối size msụn gà rang muối size lset cơm gà sốt cay ngọt hàn quốcset cơm trứng set cơm gà rang muốiset cơm gà song hànhset cơm tỏi gà sốt cay ngọt hàn quốcset cơm gà rán hoàng kimset cơm tỏi gà truyền thống
Cháo Trai - 321 Trần Khát Chân,10000 - 15000,7.8,Ăn vặt/vỉa hè,"321 Trần Khát Chân, Quận Hai Bà Trưng, Hà Nội",4,"Cháo, Ăn vặt - Ăn nhẹ", 11:30 - 17:30,0,0,0,cháo ăn vặt ăn nhẹ nan,10000,15000,12500.0,nan
Nam Phương - Ẩm Thực Việt Nam,50000 - 275000,7.2,Nhà hàng,"19 Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",1,"Thịt Gà, Thịt Bò, Thịt Heo, Hải sản", 09:00 - 22:30,1,0,1,thịt gà thịt bò thịt heo hải sản nan,50000,275000,162500.0,nan
