name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines 
Bánh Tôm Hồ Tây,80.000đ - 132.000đ,5.8                        ,Nhà hàng,"1 Thanh Niên, P. Yên Phụ (Đối Diện Chùa Trấn Quốc), Quận Tây Hồ, Hà Nội",156,"Bánh - Kẹo, Bánh tằm", 09:00 - 21:00,0,0,0,
Chick Garden - Chè Ngon & Súp Ngọt - Định Công,20.000đ - 70.000đ,6.5                        ,Café/Dessert,"194 Định Công, P. Định Công, Quận Hoàng Mai, Hà Nội",85,"Đậu hũ, Chè, Cháo, Ăn vặt - Ăn nhẹ, Nem, Thức uống", 09:00 - 22:30,0,0,1,"Chè Caramen Khoai Dẻo-30,250|Chè Pudding Xoài Khoai Dẻo-30,250|Nem Chua Rán (5 cái)-40,000|Súp Ngô Gà Nấm  (Chọn Topping)-31,350|Chè Bưởi Siêu Cùi-30,250|Súp Ngô Gà Nấm ( Không Topping )-34,450|Tàu Hũ Trắng Trân Châu Đường Đen-28,950|Bánh gà lắc trân châu (5c)-47,800|Bánh gà thường (5c)-47,800|Bánh gà phomai (5c)-59,500"
Vịt 34 - Nguyễn Cơ Thạch,100.000đ - 150.000đ,6.9                        ,Quán ăn,"T1 Nhà C4 Nguyễn Cơ Thạch, P. Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",11,"Bún, Lẩu, Miến, Thịt Vịt", 10:30 - 22:30,1,0,1,"Chân Vịt Sốt Thái-115,000|Set 1( 1-2  người)-205,000|Set 2 ( 3-4 người)-405,000|Set 3 ( 5-6 người)-615,000|Nộm chân Vịt Rút Xương-90,000|Lòng Mề Xào Giá Dứa-70,000|Lẩu Vịt Om Sấu (nhỏ)-240,000|Lẩu Vịt Om Sấu (Lớn)-340,000|Lẩu Vịt Măng Cay (Lớn)-340,000|Lẩu Vịt Măng Cay (Nhỏ)-240,000"
Quán Lý - Miến Lươn,30.000đ - 50.000đ,7.8                        ,Ăn vặt/vỉa hè,"Ngõ Hàm Long 2, Quận Hoàn Kiếm, Hà Nội",1,Ăn vặt - Ăn nhẹ, 06:00 - 19:00,0,0,0,
Jin Sun Dae - Ẩm Thực Hàn Quốc,100.000đ - 300.000đ,6.7                        ,Quán ăn,"30 TT4 Mỹ Đình Sông Đà (Đối Diện CT9 Mỹ Đình Sông Đà) Trần Văn Lai, Quận Nam Từ Liêm, Hà Nội",4,"Thịt Bò, Cháo", 10:00 - 22:30,1,0,1,"Canh dồi heo-170,000|Canh xương-190,000|Canh dồi heo cay-180,000|Dồi thập cẩm (nhỏ)-150,000|Canh lòng heo cay-230,000|Canh thịt heo-170,000|Cơm-20,000|Canh xương khoai tây-490,000|Thịt heo + dồi hấp hẹ (nhỏ)-160,000|Canh thịt heo cay-180,000"
Q-Tea - Đồ Hàn Online,20.000đ - 50.000đ,7.1                        ,Shop Online,"22 Ngõ 31 Xuân Diệu, P. Quảng An, Quận Tây Hồ, Hà Nội",121,"Hải sản, Sushi & Sashimi", ,0,0,0,
Chè Malaysia Bà Tuyết,15.000đ - 33.000đ,6.7                        ,Quán ăn,"51 Tô Hiến Thành, Quận Hai Bà Trưng, Hà Nội",27,"Chè, Ăn vặt - Ăn nhẹ", 13:00 - 19:00,0,0,0,"Chè Malaysia-25,000|Chè Thập Cẩm-25,000|Sương Sa Hạt Lựu-25,000|Chè Đỗ Đen - Đỏ-20,000|Sữa chua mít-25,000|Chè Sữa Hoa Quả-25,000|Chè sầu riêng-30,000|Chè Xanh - Sen-25,000|Sữa chua hoa quả-30,000|Chè sắn nóng-20,000"
Phúc Long Trần Đại Nghĩa,45.000đ - 60.000đ,4.3                        ,Café/Dessert,"69 Trần Đại Nghĩa, P. Bách Khoa, Quận Hai Bà Trưng, Hà Nội",12,"Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa", 07:00 - 22:00,1,0,1,"Raspberry layer-60,000|Triple crunchoco-55,000|Trà Sữa Phúc Long-45,000|Hồng Trà Sữa-45,000|Trà Đào-50,000|Trà Vải-50,000|Trà Ô Long Sữa-45,000|Trà Đào Sữa-40,000|Trà Sữa Phúc Long - Đá (Big Size)-50,000|Trà Lài Đác Thơm-50,000"
Bún Riêu & Bún Cá - Vũ Thạnh,15.000đ - 25.000đ,6.1                        ,Quán ăn,"Ngõ 29 Vũ Thạnh, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",3,"Bún, Món nước", 06:30 - 18:30,0,0,0,
Highlands Coffee - VTV Inside,20.000đ - 100.000đ,7.9                        ,Café/Dessert,"43 Nguyễn Chí Thanh, Quận Đống Đa, Hà Nội",11,Café - Kem, 07:00 - 23:00,0,0,1,
"Đông Dương Fruits - Trái Cây Gọt Sẵn, Sinh Tố & Nước Ép",30.000đ - 100.000đ,8.8                        ,Ăn vặt/vỉa hè,"123 Đặng Tiến Đông, P. Trung Liệt, Quận Đống Đa, Hà Nội",20,"Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Trái cây", 06:00 - 21:00,0,0,0,"Mận (Roi) Xuất Khẩu-45,000|Dưa Hấu-35,000|Bưởi Da Xanh Bến Tre-65,000|Dứa-30,000|Dưa Lưới Ruột Cam - Nhà Kính-50,000|Thanh Long Ruột Đỏ-35,000|Xoài Xóc Muối Tôm-40,000|Táo Xuân - hộp 1kg-78,000|Dâu Tây Loại 2-160,000|Combo 3 Kg Thanh Long Ruột Đỏ-125,000"
Tây Thi - Bún Cá,25.000đ - 35.000đ,7.6                        ,Quán ăn,"N6D Hoàng Đạo Thúy, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",8,"Bún, Hải sản, Món nước, Cá", 09:00 - 13:00,0,0,0,"Bún Cá-40,000"
Mì Quảng Bà Vị - Đặc Sản Đà Nẵng,25.000đ - 40.000đ,7.1                        ,Quán ăn,"91D Võ Thị Sáu, P. Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",17,"Món nước, Mì", 06:30 - 14:00,0,0,0,"Mì Thập Cẩm-50,000|Ram-5,000|Mì tôm thịt trứng-40,000|Mì Gà Trứng-40,000|Mì Sườn-45,000|Mì Bắp Bò-45,000|Mì Cá Lóc-45,000"
Cơm Văn Phòng 86 - Shop Online,15.000đ - 50.000đ,8.4                        ,Shop Online,"58 Ngõ Văn Hương, Tôn Đức Thắng, Quận Đống Đa, Hà Nội",13,"Thịt Gà, Thịt Bò, Bún, Thịt Heo, Mì, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm", 10:00 - 22:00,0,0,0,"Cơm Thịt Kho Trứng-60,000|Cơm Khoai Tây Xào Thịt Bò + Trứng Rán-65,000|Cơm Gà Rang + Nem Rán-60,000|Cơm Tôm Rang + Nem Rán-60,000|Cơm Cá Kho-60,000|Cơm Thịt Viên-60,000|Cơm Gà Rán Ngũ Vị-60,000|Cơm Đùi Gà Sốt Chua Ngọt-65,500|Cơm Thịt Rang Cháy Cạnh-64,000"
Hoàng Trà Quán - Văn Khê,50.000đ - 100.000đ,7.1                        ,Café/Dessert,"Tầng 2 CT4 KĐT Văn Khê, Quận Hà Đông, Hà Nội",2,"Trà, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Thức uống", 08:00 - 23:00,1,0,1,"Cơm Cá Bông Lâu Kho Tộ-30,000|Cơm Bò Xào Nấm Tươi-65,000|Cơm Bò Sốt Tiêu Đen-65,000|Cơm Rang Dưa Bò-45,000|Cơm Ba Chỉ Rang Tôm Tươi-40,000|Cơm Gà Hoàng Trà-65,000|Cơm Cá Quả Kho Nước Dừa-55,000|Bánh Mì Ốp La-20,000|Cháo Sườn Ngô Non-45,000|Cháo Thịt Bò Băm-45,000"
Bún Riêu - Đội Cấn,20.000đ - 40.000đ,7.3                        ,Quán ăn,"322 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội",11,"Bún, Cua - Ghẹ, Bào Ngư, Hải sản, Món nước, Nghêu - Sò - Ốc ", 07:00 - 16:30,0,0,0,"Bún Riêu Đặc Biệt-40,000|Bún Riêu Đậu Bò-40,000|Bún Riêu Đậu Giò-30,000|Bún Ốc Bò-30,000|Bún Riêu Đậu Sụn-30,000|Bún Riêu Đậu Chả Cá-30,000|Bún Ốc To-30,000|Bún Ốc Sụn-30,000|Bún Ốc Giò-30,000|Bún Ốc Chả Cá-30,000"
Gà Rán KFC - Nguyễn Văn Cừ,50.000đ - 110.000đ,6.2                        ,Nhà hàng,"405 Nguyễn Văn Cừ, P. Ngọc Lâm, Quận Long Biên, Hà Nội",19,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,"Combo Cơm Trưa Phi-lê Gà Quay-43,000|Combo Cơm Trưa Gà Rán-43,000|Combo Cơm Gà Xốt Teriyaki-43,000|Combo Trưa Burger Tôm-43,000|Combo Trưa Mì Ý Gà Viên-43,000|Combo Cơm Trưa Gà Bít-Tết-43,000|Combo Cơm Trưa Gà Xiên Que-43,000|Combo Cơm Trưa Gà Nướng Than Xốt Teriyaki-43,000|1 Cơm Gà Nướng Than Xốt Teriyaki-39,000|Combo Cơm Gà Nướng Than A-49,000"
Trà Sữa Tocotoco - Big C Thăng Long,25.000đ - 50.000đ,4.2                        ,Café/Dessert,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",10,"Trà, Thức uống, Trà sữa, Sữa", 09:00 - 21:00,1,0,1,"COMBO TRÀ SỮA MUA 2 TẶNG 1-120,000|Tặng Bình Trọn 9-1|Thịt bò cay tê – Mua 2 tặng 1-64,000|Combo Ăn vặt 88k-88,000|Combo Instant-10,000|Trà Sữa Ba Anh Em-40,800|Trà Sữa Trân Châu Hoàng Gia-39,100|Trà Sữa Panda-40,800|Sữa Tươi Trân Châu Đường Hổ-44,200|Trà Sữa Hạnh Phúc-39,100"
Miến Lươn Sành Phố Cổ,30.000đ - 40.000đ,7.2                        ,Quán ăn,"109 Vạn Phúc, Quận Ba Đình, Hà Nội",15,"Bún, Món nước, Cháo, Miến, Đặc sản vùng", 18:30 - 22:00 | 06:30 - 13:30,0,0,0,"Miến Xào Lươn Giòn-70,000|Miến Nước Lươn Giòn-55,000|Miến Trộn Lươn Giòn Chua Ngọt-55,000|Miến Xào Lươn Mềm-70,000|Miến Trộn lươn Mềm Chua Ngọt-55,000|Miến Nước Lươn Mềm-55,000|Miến Xào Lẫn Lươn Giòn Và Mềm-80,000|Miến Nước Lẫn Lươn Giòn Và Mềm-67,000|Cháo Lươn Mềm-55,000|Miến Trộn Lẫn Lươn Giòn Và Mềm-67,000"
Co:Coffee - Lê Văn Lương,10.000đ - 60.000đ,3.8                        ,Café/Dessert,"Tầng 1, Tòa Nhà Gems, Ngõ 21 Lê Văn Lương, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",1,"Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Nước ngọt, Sữa", 07:00 - 22:00,0,0,1,"Set TẾT SUM VẦY-299,000|Set MÙNG 2 TẾT MẸ-399,000|Set MÙNG 1 TẾT CHA-399,000|Set MÙNG 3 TẾT THẦY-499,000|Hộp quà Tết Co:coffee-99,000|Co: Creamy (Cafe kem béo), chai 100ml/200ml-55,000|Co: Xỉu (Bạc xỉu), chai 100ml/200ml-55,000|Co: Nâu (Cafe sữa), chai 100ml/200ml-55,000|Co: Almondy (Latte hạnh nhân), chai 100ml/200ml-55,000|Iced Drip Coffee, chai 100ml/250ml-55,000"
Cheong Hak Gol - Korean Traditional Restaurant,89.000đ - 499.000đ,9.6                        ,Nhà hàng,"B2-R3-08-09A Vincom MegaMall Royal City, 72A Nguyễn Trãi, P. Thượng Đình, Quận Thanh Xuân, Hà Nội",71,"Thịt Bò, Thịt Heo", 11:30 - 22:00,1,0,1,
Là Việt Coffee - Hàng Bún,35.000đ - 55.000đ,7.4                        ,Café/Dessert,"3 Ngõ 45 Hàng Bún, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",1,"Trà chanh, Café - Kem, Sinh tố - Nước ép, Thức uống", 09:00 - 23:30,1,0,1,"Iced Latte-45,000|Latte vị cam đá-45,000|Iced Americano-35,000|Iced Cappuccino-45,000|Cà phê sữa espresso đá-45,000|Latte nóng-45,000|Cappuccino nóng-45,000|Affogato-50,000|Americano nóng-35,000|Latte vị cam nóng-45,000"
Trung Nguyên Legend Coffee - Hai Bà Trưng,40.000đ - 110.000đ,7.3                        ,Café/Dessert,"52 Hai Bà Trưng, P. Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",11,"Trà, Trà chanh, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Thức uống", 09:00 - 21:00,1,0,1,"Bạc xỉu đá-49,000|Cà phê đột phá số 8 - sữa đá-78,000|Cà phê thành công số 5 - sữa đá-54,000|Cà phê sáng tạo số 4 - sữa đá-51,000|Cà phê tư duy số 1 - sữa đá-34,000|Cà phê khám phá số 2 - sữa đá-46,000|Cà phê thành công số 5 - đen đá-49,000|Cà phê đột phá số 8 - đen đá-73,000|Cà phê ý tưởng số 3 - sữa đá-48,000|Cà phê sáng tạo số 4 - đen đá-46,000"
Hải Sư - Cơm Niêu Singapore,30.000đ - 55.000đ,7.0                        ,Nhà hàng,"111 K1 Giảng Võ, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",182,"Thịt Bò, Chè, Cơm văn phòng, Cơm, Fastfood - Thức ăn nhanh", 09:00 - 21:00,1,0,1,"Cơm Niêu Xá Xíu-89,000|Cơm Niêu Bò Tiêu Đen-89,000|Cơm Niêu gà sốt nấm-89,000|Cơm Niêu cá kho-89,000|Cơm Niêu Cari Gà-95,000|Cơm Niêu thịt kho-89,000|Cơm chiên chảo nóng bò sốt tiêu đen-99,000|Cơm chiên chảo nóng gà quay mật ong-99,000|Cơm Xá Xíu Kiểu Singapore-79,000|Cơm Sườn Sốt Chua Ngọt-85,000"
S&L's Diner - Ẩm Thực Mỹ - Bảo Khánh,70.000đ - 250.000đ,8.1                        ,Nhà hàng,"22 Bảo Khánh, Quận Hoàn Kiếm, Hà Nội",45,"Gà rán, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh", 09:00 - 23:59,1,0,1,
Lòng Rán Phố Hàng Gà,30.000đ - 66.000đ,6.7                        ,Quán ăn,"16C Hàng Gà, Quận Hoàn Kiếm, Hà Nội",23,"Cháo, Ăn vặt - Ăn nhẹ", 19:30 - 22:30,0,0,0,"Lòng Thập Cẩm Rán-100,000|Cháo Tiết-30,000|Lòng Thập Cẩm Luộc-100,000"
Cơm Thố Anh Nguyễn - Dương Khuê,20.000đ - 200.000đ,7.1                        ,Quán ăn,"37 Dương Khuê, P. Mai Dịch, Quận Cầu Giấy, Hà Nội",40,"Cơm Chiên, Thịt Bò, Lẩu, Cơm văn phòng, Cơm", 09:00 - 14:00 | 17:00 - 22:00,0,0,0,"Cơm Thố Xá Xíu-58,000|Cơm Thố Gà Nướng BBQ-53,000|Cơm Thố Bò + Xá Xíu-69,000|Cơm Thố Bò(BeeF)-58,000|Cơm Thố Gà( Chicken )-53,000|Cơm Thố Gà + Xá Xíu-63,000|Thố  Đặc Biệt Bò +Gà+Xíu+Trứng-74,000|Cơm Thố Gà Quay-53,000|Cơm Thố Bò + Gà-69,000|Cơm Chiên Dương Châu-38,000"
Chân Gà Nướng Phố Lý Văn Phức,30.000đ - 55.000đ,6.6                        ,Quán ăn,"Phố Lý Văn Phức, P. Cát Linh, Quận Đống Đa, Hà Nội",116,Ăn vặt - Ăn nhẹ, 18:30 - 22:30,0,0,0,
Chị Cúc - Bún Trộn Nam Bộ - Lâm Hạ,45.000đ - 60.000đ,7.2                        ,Quán ăn,"Đối Diện 75 Lâm Hạ, P. Bồ Đề, Quận Long Biên, Hà Nội",1,Món nước, 06:45 - 21:00,0,0,0,"Coca-Cola chỉ 1Đ-1|Combo Bún Trộn Thịt Bò + 01 Coca-Cola-48,300|Combo Bún Trộn Chả Cá Biển + 01 Coca-Cola-48,300|01 Coca-Cola-11,200|Combo Bún Trộn Thịt Bò + Bún Trộn Nem Thịt Heo + 02 Coca-Cola-96,600|Combo Bún Trộn Chả Cá Biển + Bún Trộn Nem Nướng + 2 Coca-Cola-96,600|02 Coca-Cola-22,400|Coca-Cola chỉ 1Đ-1|Combo Bún Trộn Thịt Bò + 01 Coca-Cola-48,300|Combo Bún Trộn Chả Cá Biển + 01 Coca-Cola-48,300"
Trung Hoa Đệ Nhất Sủi Cảo - Linh Lang,30.000đ - 200.000đ,9.1                        ,Quán ăn,"16 Ngõ 71 Linh Lang, Quận Ba Đình, Hà Nội",2,"Thịt Gà, Thịt Bò, Món nước, Lẩu, Gà ác/gà hầm, Sủi cảo, Dimsum", 08:00 - 21:00,1,0,1,"SC Heo Cải Thảo猪肉白菜水饺-85,000|SC Bò Chiên 煎饺-95,000|Bánh Bao Hấp 小笼包-95,000|SC Heo Hẹ猪肉韭菜水饺-85,000|SC Bò Hành牛肉元葱水饺-95,000|Bánh Hẹ Chiên 韭菜盒子-100,000|SC Tôm Bí西葫芦鸡蛋虾仁水饺-110,000|Sủi Cảo Thịt Heo Chiên猪肉煎饺-95,000|SC Trứng Hẹ韭菜鸡蛋水饺-80,000|SC Thịt Heo Rau Cần猪肉芹菜水饺-85,000"
Mì Trộn & Xiên Que Shop & Go - Ô Quan Chưởng,5.000đ - 30.000đ,7.8                        ,Ăn vặt/vỉa hè,"3 Ô Quan Chưởng, P. Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",12,"Bún, Mì, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên, Xúc xích, Fastfood - Thức ăn nhanh", 09:00 - 21:00,0,0,0,"Viên pho mai chảy-15,000|Hải Sản Phô Mai-5,000|Mỳ Trộn Rau Củ-15,000|COMBO 5: 1 Mì Trộn Rau Củ Tuỳ Chọn Vị  + 1 Xiên Bất Kì-20,000|Tôm surimi-5,000|2 quả trứng cút-5,000|Mực Khoanh-5,000|Tôm Viên-5,000|Cá Viên-5,000|Xiên Hồ Lô Thái-5,000"
Bánh Mì Cuki - Tô Hiệu,15.000đ - 35.000đ,8.9                        ,Ăn vặt/vỉa hè,"103 B7 Tô Hiệu, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",2,Ăn vặt - Ăn nhẹ, 07:30 - 21:30,0,0,0,
Cố Cung - Nhà Hàng Hàn Quốc,50.000đ - 300.000đ,6.6                        ,Nhà hàng,"Tầng 2, Landmark A Keangnam, Quận Nam Từ Liêm, Hà Nội",11,"Thịt Heo, Sườn nướng, Lẩu, Cơm, Thức uống", 11:20 - 14:00 | 17:20 - 22:00,1,0,1,
Trà Sữa Tocotoco - Lê Đại Hành,25.000đ - 50.000đ,5.6                        ,Café/Dessert,"25 Lê Đại Hành, P. Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",26,"Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:00 - 21:00,1,0,1,"COMBO TRÀ SỮA MUA 2 TẶNG 1-120,000|Trà Mận Hạt Sen-40,800|Sữa Chua Mận Hạt Sen-40,800|Cà Phê Sữa-18,000|Cà phê đen đá-18,000|Combo Instant-10,000|Trà Sữa Trân Châu Hoàng Gia-39,100|Trà Sữa Ba Anh Em-40,800|Trà Sữa Panda-40,800|Sữa Tươi Trân Châu Đường Hổ-44,200"
Trà Chanh - Nhà Thờ,20.000đ - 50.000đ,6.9                        ,Ăn vặt/vỉa hè,"2 Nhà Thờ, Quận Hoàn Kiếm, Hà Nội",16,Thức uống, 17:00 - 23:00,0,0,0,
Chicken Bros - Quán Gà Rán Hàn Quốc,80.000đ - 270.000đ,7.3                        ,Quán ăn,"552 Minh Khai, Quận Hai Bà Trưng, Hà Nội",13,"Thịt Gà, Ăn vặt - Ăn nhẹ", 09:00 - 23:00,1,0,1,
Ngoan Bé - Bánh Cuốn Nóng,15.000đ - 30.000đ,8.2                        ,Ăn vặt/vỉa hè,"P115 B6 TT Trung Tự, P. Trung Tự, Quận Đống Đa, Hà Nội",3,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ", 06:30 - 14:00,0,0,0,"Bánh Cuốn Chả-30,000|Bánh Cuốn Trứng-10,000|Bánh Cuốn Không-20,000|Sữa Đậu-10,000|Sữa Ngô-10,000|Trà Thái Xanh-10,000"
Chả Cá Lã Vọng - Nguyễn Trường Tộ,30.000đ - 110.000đ,6.0                        ,Nhà hàng,"107 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội",14,"Phở, Bún, Hải sản, Mì, Cá, Cơm, Thức uống", 08:00 - 23:00,1,0,0,"Chả Cá Lã Vọng-170,000|Cháo Gà-40,000|Bún Ngan-60,000|Phở Trộn-60,000|Mì Gà Tần 1/2 Con-120,000|Nộm Tiến Vua-100,000|Phở Xào Bò-100,000|Phở Xào Gà-100,000|Phở Xào Tôm-100,000|Miến Trộn-60,000"
Anh Quân - Bún Bò Huế,25.000đ - 30.000đ,7.2                        ,Quán ăn,"51 Đại Cồ Việt, Quận Hai Bà Trưng, Hà Nội",5,"Bún, Món nước", 07:00 - 20:00,0,0,0,
Nhà Hàng Tây Vương Quán,200.000đ - 500.000đ,6.5                        ,Quán ăn,"105 Trích Sài, P. Bưởi, Quận Tây Hồ, Hà Nội",2,"Thịt Gà, Heo quay, Thịt Bò, Xôi, Thịt Heo, Gà ta, Hải sản, Món nước, Lẩu, Chân cánh gà nướng, Ăn vặt - Ăn nhẹ, Cơm, Thức uống", 08:00 - 14:00 | 16:00 - 22:00,0,0,1,"Mẹt Lợn Mường 7 Món -500,000|Gà Mẹt 7 Món-390,000|Mẹt Gà 5 Món-315,000|Mẹt Gà Lợn Mường 9 Món-600,000|Gà Mẹt 9 Món-530,000|Gà Suất Nướng Lu Thảo Mộc Suất-180,000|Mẹt Lợn Mường 7 Món -500,000|Mẹt Lợn Mường 5 Món-415,000|Mẹt 5 Gà Rang Muối-350,000|Gà Suất Hấp Lá Chanh-180,000"
Khang - Ẩm Thực Nhật Bản,150.000đ - 385.000đ,7.8                        ,Nhà hàng,"322 Bà Triệu, P. Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",46,"Thịt Bò, Hải sản, Sushi & Sashimi, Cơm văn phòng, Cơm", 17:30 - 22:00 | 11:00 - 14:00,1,0,1,"Cơm Bát Phủ Thịt Lợn Rán & Trứng-126,000|Cơm Rang Dưa Chua Thịt Lợn-138,000|Cơm Cà Ri-138,000|Cơm Thịt Bò Xào Chua Ngọt-253,000|Cơm Bát Phủ Hải Sản Xào-138,000"
Bánh Cuốn Bà Hy - KĐT Bắc Linh Đàm,10.000đ - 45.000đ,7.3                        ,Quán ăn,"Ki Ốt 12, CT3 KĐT Bắc Linh Đàm, P. Đại Kim, Quận Hoàng Mai, Hà Nội",2,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ, Bánh tằm", 06:00 - 20:00,0,0,0,"Bánh Cuốn Tôm Thịt-45,000|Bánh Cuốn Thịt-40,000|Bánh Trứng Nhân Thịt-15,000|Bánh Cuốn Thanh Trì-40,000|Bánh Trứng Không Nhân-10,000|Bánh Trứng Nhân Tôm Thịt-20,000|Bánh Cuốn Tôm-50,000|Bánh Trứng Nhân Tôm-20,000|Bò Húc-15,000|Coca-15,000"
Gà Lắc Phomai - Núi Trúc,10.000đ - 20.000đ,6.0                        ,Ăn vặt/vỉa hè,"116B Ngõ 12 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội",3,"Gà rán, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh", 09:00 - 21:00,0,0,0,"Gà Lắc Phomai Suất Lớn-20,000|Gà Lắc Phomai Suất Vừa-15,000|Gà Lắc Phomai Suất Nhỏ-10,000"
"Phở Tươi - Phở Xào, Mỳ Xào & Cơm Rang",30.000đ - 70.000đ,10.0                        ,Quán ăn,"Số 3 LK1, DV Hà Trì, P. Hà Cầu, Quận Hà Đông, Hà Nội",4,"Phở, Bún", 06:30 - 15:00,0,0,0,"Dasani-10,000|Pepsi-15,000|Cocacola-15,000|Phở xào bò-50,000|Cơm rang dưa bò-50,000|Quẩy-5,000|Phở chín-50,000|Mỳ xào bò-50,000|Phở sốt vang-55,000|Cơm rang thập cẩm-45,000"
Bà Thìn - Xôi Chè & Bánh Trôi,15.000đ - 33.000đ,7.0                        ,Café/Dessert,"95 Hàng Bồ, P. Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",37,"Chè, Ăn vặt - Ăn nhẹ", 08:00 - 23:00,0,0,0,"Xôi Chè Hoa Cau-20,000|Xôi Chè Bà Cốt-20,000|Bánh Trôi Tàu-25,000|Chè Đỗ Đen Nóng(không xôi)-20,000|Xôi Chè Đỗ Đen-20,000|Xôi Vò 0.5kg-45,000|Chè Hoa Cau (không xôi)-20,000|Chè Bà Cốt( không xôi)-20,000|Xôi Vò 1kg-90,000|Xôi Vò Hạt Sen 1kg-140,000"
Cháo Sườn - Cửa Bắc,15.000đ - 20.000đ,7.3                        ,Quán ăn,"45 Cửa Bắc, P. Quán Thánh, Quận Ba Đình, Hà Nội",13,"Chè, Cháo, Ăn vặt - Ăn nhẹ", 13:00 - 17:00,0,0,0,"Cháo Sườn Sụn Thịt Băm Đầy Đủ-25,000|Chè Đỗ Đen Hạt Sen-15,000|Chè Đỗ Đen Nóng-10,000"
Han Cha - Trà Sữa,15.000đ - 60.000đ,8.0                        ,Café/Dessert,"17 Ngõ 81 Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội",1,"Trà, Thức uống, Trà sữa, Sữa", 10:00 - 13:00 | 16:00 - 22:00,0,0,1,"Milo Dầm Trân Châu (M)-38,000|Milo Dầm Trân Châu Size L-45,000|Milo Dầm 5 Topping Size L-60,000|Milo Dầm Kem Cheese Size L-62,000|Milo Dầm 4 Topping Size M-45,000|Milo Dầm 4 Topping Size L-55,000|Milo Dầm Full Topping Size L-63,000|Milo Dầm 5 Topping Size M-50,000|Milo Dầm Kem Trứng Dừa Nướng Size M-52,000|Milo Dầm Kem Cheese Size M-44,000"
Bánh Tôm Hàng Bồ,25.000đ - 55.000đ,7.1                        ,Quán ăn,"57A Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",106,"Chè, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Bánh tằm", 15:00 - 18:00,0,0,0,"Trà Mía-10,000|Bánh tôm-30,000|Há cảo-30,000|Bánh gối-12,000|Suất lẫn tùy chọn-40,000|Sữa Chua Trân Châu Thạch Lá Nếp -25,000|Sữa Đậu Nành-10,000|Nước Ép Dứa -25,000|Nước Ép Táo Lê -30,000|Chè Đỗ Đen Nóng-20,000"
Huyền Anh - Bún Bò Huế - Trương Định,25.000đ - 61.000đ,7.1                        ,Quán ăn,"24 Trương Định, P. Trương Định, Quận Hai Bà Trưng, Hà Nội",21,"Thịt Bò, Bún, Món nước, Bánh - Kẹo, Bánh bèo, Thức uống", 07:00 - 22:00,0,0,0,"Bún đầy đủ-50,000|Bún không móng-50,000|Bún Bò Huế Đặc Biệt-60,000"
Mì Vằn Thắn - Đinh Liệt,20.000đ - 40.000đ,7.4                        ,Quán ăn,"9A Đinh Liệt, P. Hàng Đào, Quận Hoàn Kiếm, Hà Nội",142,"Bún, Hủ tiếu, Mì, Miến, Dimsum", 07:00 - 22:00,0,0,0,"Mỳ Vằn Thắn-50,000|Mỳ Khô-50,000|Sủi Cảo-50,000|Hủ Tíu Khô-50,000|Miến Trộn-50,000|Coca-10,000|Dasani-10,000|Bia Hà Nội-15,000"
