name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price
Trang Trí - Hoa Quả Dầm & Bánh Crepe Sầu Riêng,10000 - 50000,5.7,Ăn vặt/vỉa hè,"46 Hàng Gai, P. Hàng Gai, Quận Hoàn Kiếm, Hà Nội",7,Ăn vặt - Ăn nhẹ, 10:00 - 21:30,0,0,0,,10000,50000,30000.0
Bún Chả Liên Anh,30000 - 50000,7.3,Quán ăn,"148 Ngọc Khánh, P. Giàng Võ, Quận Ba Đình, Hà Nội",3,"Bún, Thịt Heo, Món nước, Ăn vặt - Ăn nhẹ, Nem", 08:00 - 21:00,0,0,0,Bún Thịt Heo Món nước Ăn vặt  Ăn nhẹ Nem; Bún Thịt Heo Món nước Ăn vặt  Ăn nhẹ Nem; Bún ChảNem Cua BểBún Nem Cua BểNEM CUA  UPPepsiTwisterNước Khoáng,30000,50000,40000.0
The Alley - Trà Sữa Đài Loan - Khúc Thừa Dụ,41000 - 70000,6.5,Café/Dessert,"23 Khúc Thừa Dụ, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",13,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 08:00 - 23:00,1,0,1,Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; Sữa Tươi Kem Trứng Trân Châu Đường Đen MSữa Tươi Trân Châu Đường ĐenMatcha Trân Châu Đường ĐenLatte Trân Châu Đường Đen LCacao Trân Châu Đường ĐenSữa Chua Trân Châu Đường ĐenSữa Chua Nếp Than Trân Châu Đường ĐenSữa Chua Tự ChọnSữa Chua Matcha Trân Châu Đường ĐenSữa Chua Matcha Nếp Than Trân Châu Đường Đen,41000,70000,55500.0
Phở Gà 26 - Lạc Trung,25000 - 45000,6.5,Quán ăn,"17 Ngõ 65 Lạc Trung, Quận Hai Bà Trưng, Hà Nội",4,"Phở, Món nước, Sinh tố - Nước ép, Thức uống", 11:00 - 01:00,0,0,0,,25000,45000,35000.0
Gà Rán KFC - Tòa Nhà A1,5000 - 200000,1.0,Nhà hàng,"Tầng 1, Kiot A1 - 2 Tòa Nhà A1, Nguyễn Cơ Thạch, P. Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",1,"Thịt Gà, Gà rán, Fastfood - Thức ăn nhanh", 09:00 - 22:00,0,0,0,,5000,200000,102500.0
Hải Sản Hương Lan - Nghĩa Dũng,35000 - 220000,6.5,Quán ăn,"42 Ngõ 12 Nghĩa Dũng, P. Phúc Xá, Quận Ba Đình, Hà Nội",107,Hải sản, 09:00 - 22:30,0,0,0,Hải sản; Hải sản; Hàu Sữa Nướng Mỡ HànhMực Râu Xào Cay Bát ToMực Trứng ChiênĐiệp Nướng Mỡ HànhMực Râu Xào Cay Bát NhỏSò Huyết NướngNộm SứaỐc Hương NướngỐc Mít LuộcCháo Hào,35000,220000,127500.0
Hiền Cafe - Tây Sơn,20000 - 45000,2.4,Café/Dessert,"26 Ngõ 178 Tây Sơn, Quận Đống Đa, Hà Nội",1,Café - Kem, 07:00 - 21:00,0,0,1,,20000,45000,32500.0
Nhà Hàng Nhân Duyên - Hoàng Ngân,100000 - 300000,7.4,Nhà hàng,"75 Hoàng Ngân, Quận Thanh Xuân, Hà Nội",3,"Thịt Gà, Thịt Bò, Hải sản, Lẩu, Thịt Vịt, Cơm", 10:00 - 22:00,1,0,0,,100000,300000,200000.0
Nét Huế - Nguyễn Văn Huyên,50000 - 150000,7.3,Quán ăn,"Lô 4 Nhà D1 KĐT Mới Dịch Vọng Hậu (Ngã Tư Nguyễn Khánh Toàn - Nguyễn Văn Huyên), P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",23,"Bún, Lẩu, Cơm văn phòng, Cơm", 07:00 - 22:00,1,0,1,Bún Lẩu Cơm văn phòng Cơm; Bún Lẩu Cơm văn phòng Cơm; Bún Bò Huế Số Bún Bò Huế Số Bún Bò Huế Số Bún Bò Huế Đặc BiệtBún Thịt NướngBún Bò Huế Số Bún Bò Huế Số Bún Mắm NêmBún HếnBún Chả Cá Thác Lác,50000,150000,100000.0
Bếp Mẹ Đăng Minh - Bánh Giò & Bánh Tẻ Online,10000 - 30000,6.3,Shop Online,"18C Ngõ 81 Nguyễn Phong Sắc, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",2,Bánh - Kẹo, 08:00 - 20:00,0,0,0,Bánh  Kẹo; Bánh  Kẹo; Bánh Giò SốngBánh Tẻ SốngBánh TroBánh Nếp SốngBánh Gai SốngChả ỐcThịt Ba Chỉ Ướp Nướng .kgMăng Ngâm Tỏi ỚtGiả Cầy Ướp Sẵn kg,10000,30000,20000.0
Pane e Vino - Ẩm Thực Ý - Nguyễn Khắc Cần,50000 - 275000,7.8,"Sang trọng, Nhà hàng","3 Nguyễn Khắc Cần, P. Tràng Tiền, Quận Hoàn Kiếm, Hà Nội",39,"Mì, Cháo, Súp, Pizza & Pasta, Salad, Cơm, Fastfood - Thức ăn nhanh, Halal", 09:00 - 23:00,1,0,1,Mì Cháo Súp Pizza & Pasta Salad Cơm Fastfood  Thức ăn nhanh Halal; Mì Cháo Súp Pizza & Pasta Salad Cơm Fastfood  Thức ăn nhanh Halal; . Insalatine Miste con Gamberi e Salmone. Insalata Mista. Bruschetta. Insalata d’Arancia. Insalata di Avocado. Crostini con Camembert.  Selezione all’Excellenza. Antipasto misto all’Italiana. Calamari. Formaggi Misti,50000,275000,162500.0
Villa Ju Bakery - Bánh Ngọt & Bingsu Hàn Quốc,10000 - 200000,8.0,Tiệm bánh,"F3 - F4 A10 KĐT Nam Trung Yên, P. Yên Hòa, Quận Cầu Giấy, Hà Nội",7,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 08:00 - 22:45,1,0,1,Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh  Kẹo Ăn vặt  Ăn nhẹ; Sweet potato petit 미니 고구마Fresh fruits () 과일 호Fruits petit 미니과일Fresh Fruits petit 미니과일Blue Limeade 블루 라임에이드Peppermint icePeppermint hotGinger tea hotCitrus tea iceCitrus tea hot,10000,200000,105000.0
BUMTRO - Bún Trộn Nam Bộ - Hoàng Ngân,30000 - 60000,9.8,Quán ăn,"20 Hoàng Ngân, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",2,"Bún, Món nước", 08:00 - 22:00,0,0,1,Bún Món nước; Bún Món nước; CocaCola chỉ ĐBún Bò Trộn Nam Bộ + CocaCola mlBún Trộn Nem Nướng + CocaCola mlCocaCola Bún Bò Trộn Nam Bộ +  CocaCola ml Bún Trộn Nem Nướng +  CocaCola ml CocaCola Bún Bò Trộn Nam Bộ +  Trà Ô Long Tea+ Plus  Bún Trộn Nem Nướng +   Trà Ô Long Tea+ Plus Tea+ Ô Long ml ,30000,60000,45000.0
Kim Oanh - Caramen & Chè Thập Cẩm,15000 - 20000,7.1,Ăn vặt/vỉa hè,"21 Ngách 37/2 Dịch Vọng, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",25,"Đậu hũ, Chè, Ăn vặt - Ăn nhẹ", 10:00 - 22:00,0,0,0,Đậu hũ Chè Ăn vặt  Ăn nhẹ; Đậu hũ Chè Ăn vặt  Ăn nhẹ; Chè thập cẩmCaramen thập cẩmSữa chua mítCaramenChè bưởiChè tháiSữa chua nếp cẩmChè Thái BưởiSữa Chua Trân ChâuChè Khoai Dẻo,15000,20000,17500.0
Bếp Nhà Kê - Bún Chả Bà Vượng,30000 - 50000,7.6,Quán ăn,"24 Ngõ Đoàn Kết, P. Thổ Quan, Quận Đống Đa, Hà Nội",5,"Bún, Ăn vặt - Ăn nhẹ, Nem", 07:00 - 22:30,0,0,0,Bún Ăn vặt  Ăn nhẹ Nem; Bún Ăn vặt  Ăn nhẹ Nem; Bún ChảNem ThịtChả ThêmSữa ĐậuBún Đậu MẹtTrà QuấtSinh tố bơ Nước ép dưa hấuTrà đào cam sảNước cam,30000,50000,40000.0
Gà 36 - Hà Đông,50000 - 220000,6.2,Nhà hàng,"18 Ngõ 23 Nguyễn Văn Lộc (18 Dãy 16A4 Làng Việt Kiều Châu Âu), Quận Hà Đông, Hà Nội",22,"Thịt Gà, Lẩu, Thức uống", 08:00 - 23:00,1,0,0,Thịt Gà Lẩu Thức uống; Thịt Gà Lẩu Thức uống; Cháo GàSuất Gà  Kèm XôiSuất Gà  Kèm MiếnSuất Gà  Kèm CháoSuất Gà  Kèm Cơm TrắngGà Nướng Nguyên ConGà Quay Nguyên ConGà Rang MuốiLẩu Gà Dân TộcLẩu Gà Chua Cay,50000,220000,135000.0
Bún Ốc Cô Béo,35000 - 50000,6.8,Quán ăn,"2 Hòe Nhai, Quận Ba Đình, Hà Nội",41,"Bún, Hải sản, Món nước, Nghêu - Sò - Ốc ", 06:00 - 21:30,0,0,0,Bún Hải sản Món nước Nghêu  Sò  Ốc ; Bún Hải sản Món nước Nghêu  Sò  Ốc ; Bún Ốc Bò Giò ĐậuBún Ốc Bò ĐậuBún Riêu Bò Giò ĐậuBún riêu bò giò trứng vịt lộn đậuBún Ốc Riêu Bò Giò Trứng Vịt Lộn ĐậuBún Ốc ĐậuBún Ốc Riêu Bò GiòBún Bò ĐậuBún Riêu Ốc ĐậuBún Bò Giò Đậu,35000,50000,42500.0
Thu Hằng - Cơm Văn Phòng,45000 - 50000,4.0,Quán ăn,"102 C16 Nguyễn Quý Đức, P. Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",3,"Thịt Gà, Thịt Heo, Hải sản, Cá, Cơm", 10:30 - 13:30 | 17:00 - 20:00,0,0,0,Thịt Gà Thịt Heo Hải sản Cá Cơm; Thịt Gà Thịt Heo Hải sản Cá Cơm; Cơm Thịt rang cháy cạnh chả lá lốtCơm Gà Chua NgọtCơm Sườn Xào Chua NgọtCơm Cá Kho TươngCơm bò xào cần tỏi trứng ránCơm cá chiên xù trứng cuộnCơm Thịt Kho TàuCơm gà xào xả ớt trứng ốp laCơm tim bò xào trứng ránCơm Thập Cẩm,45000,50000,47500.0
Minh Food - Nem Chua Rán & Bánh Gà - Shop Online,10000 - 60000,9.4,Shop Online,"117 Ngõ Thái Thịnh 1, P.Thịnh Quang, Quận Đống Đa, Hà Nội",13,"Bánh bao, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm, Cá/bò viên", 09:00 - 23:59,0,0,0,Bánh bao Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem Bánh tằm Cá/bò viên; Bánh bao Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem Bánh tằm Cá/bò viên; Bánh Hạt Dẻ Nướng × Cái Viên Hải Sản Pho Mai +  Nem Chua Rán + Tương Đặc BiệtLạp Xưởng Tươi ChiênPho Mai Que Chiên × CáiGà Donut Vòng Chiên Giòn × CáiViên Hải Sản Rau Củ × ViênCơm Cháy Mắm HànhHồ Lô Kiểu Thái Chiên × ViênXúc Xích Winner CP RánKhoai Lang Kén,10000,60000,35000.0
Bánh Gà HuA - Ô Cách,5000 - 25000,8.4,Tiệm bánh,"4 Ngõ 42 Ô Cách, P. Đức Giang, Quận Long Biên, Hà Nội",1,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 10:00 - 22:00,0,0,0,Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem Cá/bò viên; Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem Cá/bò viên; Lạp SườnXúc XíchCombo  Bánh Gà +  Xúc XíchLạp SườnXúc XíchBánh GàNem ChuaPhô MaiGà ViênKhoai Tây Chiên,5000,25000,15000.0
Quán Minh Rô - Bún Cá & Cơm Văn Phòng,10000 - 50000,4.6,Quán ăn,"16 Ngõ 202 Cổ Linh, P. Long Biên, Quận Long Biên, Hà Nội",1,"Thịt Gà, Thịt Bò, Bún, Thịt Heo, Hải sản, Món nước, Cơm văn phòng, Cơm", 06:00 - 21:00,0,0,1,Thịt Gà Thịt Bò Bún Thịt Heo Hải sản Món nước Cơm văn phòng Cơm; Thịt Gà Thịt Bò Bún Thịt Heo Hải sản Món nước Cơm văn phòng Cơm; Cơm Gà Chiên MắmCơm thịt rang cháy cạnhCơm thịt kho trứngCơm Chả Lá LốtCơm Gà Rang Xả ỚtCơm thịt bắp giò Heo Hấp Gừngcơm Cá Nục Kho Tộ/cá nục sốt cà chuaCơm Bò Xào Cần Tỏi Tây Hoặc Bò Xào nấmCơm Thịt Băm Xào Ngũ SắcCơm Đậu xốt cà chua Rau Củ,10000,50000,30000.0
"Duli - Tea, Fastfood & Bánh Mì Chảo",25000 - 50000,4.1,Ăn vặt/vỉa hè,"454 Nguyễn Văn Cừ, P. Ngọc Lâm, Quận Long Biên, Hà Nội",3,"Thức uống, Trà sữa, Fastfood - Thức ăn nhanh", 08:00 - 22:00,0,0,0,Thức uống Trà sữa Fastfood  Thức ăn nhanh; Thức uống Trà sữa Fastfood  Thức ăn nhanh; Bánh Mì Chảo DuliNem Chua RánBánh Tráng TrộnBánh Mì Chảo NhỏPho Mai QueSốt VangLạp XưởngBánh MìXúc XíchCánh Gà Chiên,25000,50000,37500.0
Bún Chả Ngon - Bồ Đề,15000 - 30000,5.9,Quán ăn,"196 Bồ Đề, P. Bồ Đề, Quận Long Biên, Hà Nội",4,"Bún, Món nước", 06:00 - 15:00,0,0,0,Bún Món nước; Bún Món nước; Bún Chả LẫnBún chả  bămBún chả miếngChả thêm xuấtCombo xuất bún chả( tặng xuất chả),15000,30000,22500.0
Meo's House Coffee - Chùa Láng,30000 - 50000,6.9,Café/Dessert,"P102, Ngõ 33 Chùa Láng, Quận Đống Đa, Hà Nội",16,"Café - Kem, Sinh tố - Nước ép", 08:30 - 22:30,1,0,1,,30000,50000,40000.0
Master Tea 美茶 - Đội Cấn,26000 - 50000,7.9,Café/Dessert,"194 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội",18,"Thức uống, Trà sữa, Sữa", 09:00 - 21:30,1,0,1,Thức uống Trà sữa Sữa; Thức uống Trà sữa Sữa; Sữa Tươi Trân Châu Đường Đen (M)Trà Sữa Ú Ụ Topping Size LTrà Sữa Ú Ụ Topping Size MTrà Sữa Trân Châu Trắng ĐÓNG CHAITrà Việt Quất Trân Châu Trắng ĐÓNG CHAITrà Xoài Trân Châu Trắng ĐÓNG CHAICombo   ly trà sữa ( ts hồng trà ts xanh nhài ts matcha)Combo  ly trà sữa ( Ts  xanh nhài ts vị matcha ts hồng trà)Sữa Tươi Trân Châu Đường Đen (M)Xanh Nhài Nguyên Chất,26000,50000,38000.0
Master Tea 美茶 - Hàng Trống,26000 - 50000,5.8,Café/Dessert,"3 Hàng Trống, Quận Hoàn Kiếm, Hà Nội",8,"Thức uống, Trà sữa", 07:00 - 23:00,1,0,1,,26000,50000,38000.0
Ngọc Loan - Ốc Ăn Vặt - Lê Lai,25000 - 50000,6.6,Ăn vặt/vỉa hè,"26 Lê Lai, Quận Hà Đông, Hà Nội",9,"Hải sản, Cháo, Nghêu - Sò - Ốc , Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên, Trái cây", 10:00 - 22:00,0,0,0,Hải sản Cháo Nghêu  Sò  Ốc  Ăn vặt  Ăn nhẹ Nem Cá/bò viên Trái cây; Hải sản Cháo Nghêu  Sò  Ốc  Ăn vặt  Ăn nhẹ Nem Cá/bò viên Trái cây; Mực trứng nướng muối ớtMực trứng hấp (  con)Mực Trứng chiên mắm ( con)Ốc Mít LuộcỐc Vặn Luộc Ốc Lẫn Luộc Ốc Mít Hấp Xả Ốc Mít Xào Me Sung Muối RƯỢU DỪA ,25000,50000,37500.0
Topaz Beer Club - Almaz Vinhomes Riverside,100000 - 500000,8.4,"Sang trọng, Nhà hàng","Almaz, Vinhomes Riverside Sài Đồng, Quận Long Biên, Hà Nội",12,Pizza & Pasta, 07:00 - 22:00,1,0,1,,100000,500000,300000.0
Xôi Sáng - Hàng Hòm,5000 - 10000,7.7,"Ăn vặt/vỉa hè, Shop/Cửa hàng","44 Hàng Hòm, Quận Hoàn Kiếm, Hà Nội",20,"Xôi, Ăn vặt - Ăn nhẹ", 06:00 - 08:00,0,0,0,,5000,10000,7500.0
Izakaya Yancha - Ẩm Thực Nhật Bản - Triệu Việt Vương,100000 - 220000,7.9,Nhà hàng,"121 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội",56,"Lẩu, Sushi & Sashimi", 11:30 - 14:00 | 17:30 - 22:00,1,0,1,Lẩu Sushi & Sashimi; Lẩu Sushi & Sashimi; Súp MisoCá Thu NướngSet Cơm Cà RiĐùi Gà ChiênCơm Nắm Nhân MơBánh Mochi Nhân Pho Mai Chiên GiònHumbuger Với Nước SốtTôm Chiên Sốt MayoneSò Điệp Xào SốtCơm Lươn Nhật,100000,220000,160000.0
Tiệm Trà Linh Kòy - Thượng Đình,20000 - 60000,9.8,Café/Dessert,"280 Thượng Đình, P. Khương Đình, Quận Thanh Xuân, Hà Nội",80,"Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa", 08:00 - 22:00,0,0,0,Trà chanh Sinh tố  Nước ép Thức uống Trà sữa; Trà chanh Sinh tố  Nước ép Thức uống Trà sữa; Chocolate nóngĐào cam sả nóngMỳ cay thập cẩmMỳ cay ba chỉ bò mỹMỳ Cay sườn sụnMỳ Cay Hải SảnMỳ Cay Cá Viên XXTrà sữa dâu tâyTrà sữa việt quấtTrà sữa socola,20000,60000,40000.0
Xôi Hương - Bạch Mai,30000 - 35000,7.3,Ăn vặt/vỉa hè,"418 Bạch Mai, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",5,"Xôi, Ăn vặt - Ăn nhẹ", 06:00 - 21:00,0,0,0,Xôi Ăn vặt  Ăn nhẹ; Xôi Ăn vặt  Ăn nhẹ; Xôi Xéo Truyền Thống ( Đỗ Hành )Xôi ThịtXôi Pate Lạp XưởngXôi TrứngXôi GàXôi Giò ChảXôi Sườn CayXôi RuốcSữa Đậu NànhSấu Đá,30000,35000,32500.0
Duy Tùng - Mì Trộn Indomie - Đào Tấn,10000 - 50000,7.9,Quán ăn,"Ngõ 101 Đào Tấn (Tới Số 50 Rẽ Trái), P. Ngọc Khánh, Quận Ba Đình, Hà Nội",25,"Bún, Mì, Món nước", 08:00 - 22:00,0,0,0,Bún Mì Món nước; Bún Mì Món nước; Mì Thập CẩmMì Xúc XíchMì Há CảoMì Nem LụiMì Mực ViênMì Hồ LôMì Bò ViênMì Cá Viên,10000,50000,30000.0
Pop Quán - Chân Gà & Cánh Gà Chiên Mắm - Tây Sơn,30000 - 100000,6.9,Quán ăn,"16 Ngõ 298 Tây Sơn, Quận Đống Đa, Hà Nội",24,"Thịt Gà, Salad, Xúc xích, Fastfood - Thức ăn nhanh", 10:30 - 22:30,0,0,1,Thịt Gà Salad Xúc xích Fastfood  Thức ăn nhanh; Thịt Gà Salad Xúc xích Fastfood  Thức ăn nhanh; Chân Gà Sả Ớt Đĩa NhỏChân gà rút xương chiên mắmChân Gà Sả Ớt Đĩa ToNgô chiên Chân gà rút xương rang muối Ngô chiên lắc phô maiCánh Gà Chiên MắmChân gà chiên mắmChân gà chiên mắmĐùi Tỏi Gà Chiên Mắm,30000,100000,65000.0
Bánh Tráng Trộn Cô Toàn,20000 - 25000,6.7,Ăn vặt/vỉa hè,"A17 Tạ Quang Bửu, Quận Hai Bà Trưng, Hà Nội",280,"Chè, Ăn vặt - Ăn nhẹ", 14:00 - 21:00,0,0,0,Chè Ăn vặt  Ăn nhẹ; Chè Ăn vặt  Ăn nhẹ; Bánh Tráng Trộn + Trà TháiBánh Tráng Cuốn + Trà TháiBánh Tráng Bơ + Trà TháiBánh Tráng TrộnBánh Tráng CuốnBánh Tráng BơGỏi XoàiChè Dừa DầmViệt QuấtBơ,20000,25000,22500.0
Summer Rolled Set - Tiệm Gỏi Cuốn,50000 - 150000,7.0,Quán ăn,"60 Nguyễn Lương Bằng, Quận Đống Đa, Hà Nội",7,Ăn vặt - Ăn nhẹ, 09:00 - 22:00,1,0,1,,50000,150000,100000.0
XOI FOOD - Xôi Nếp Nương & Cơm Văn Phòng,20000 - 30000,8.6,Quán ăn,"126 Nguyễn Văn Trỗi, P. Mộ Lao, Quận Hà Đông, Hà Nội",5,"Bánh mì, Xôi, Bánh - Kẹo", 07:00 - 14:00 | 17:00 - 21:00,0,0,0,Bánh mì Xôi Bánh  Kẹo; Bánh mì Xôi Bánh  Kẹo; Thịt Lợn Gác Bếp Xé Sẵn kèm Xôi Nếp Nương chẳm chXôi Đặc Biệt Cao Cấp Xôi Đặc Biệt Cao Cấp Cơm Tấm Ba Chỉ Nướng + Chả Trứng + Trứng ỐpXôi Trứng RánCB Xôi Thịt Nướng Tây Bắc + Trà Quất Mật OngCB Xôi Thịt Xá Xíu Xíu Mại + Trà Quất Mật OngCB Xôi Gà Sốt Cay + Trà Quất Mật OngCB Xôi Gà Sốt Nấm + Trà Quất Mật OngHộp Xôi Nếp Nương Đặc Biệt Cao Cấp XOI FOOD,20000,30000,25000.0
LAcA Cafe - Lyquocsu Art Cafe Area,20000 - 50000,6.5,Café/Dessert,"Tầng 2, 24 - 26 Lý Quốc Sư, P. Hàng Trống, Quận Hoàn Kiếm, Hà Nội",7,"Trà, Thịt Bò, Hải sản, Salad, Café - Kem, Sinh tố - Nước ép, Thức uống", 09:00 - 23:00,0,0,1,,20000,50000,35000.0
Huy Ốc - Lẩu Các Loại,30000 - 150000,6.5,Quán ăn,"B19 Lương Định Của, P. Kim Liên, Quận Đống Đa, Hà Nội",3,Lẩu, 09:00 - 23:00,0,0,0,,30000,150000,90000.0
Sơn Hà - Bún Bung & Bún Móng Giò,30000 - 50000,6.7,Quán ăn,"47 Hồ Đắc Di, Quận Đống Đa, Hà Nội",2,"Bún, Món nước", 07:00 - 22:00,0,0,0,Bún Món nước; Bún Món nước; Sữa Đậu NànhTrà QuấtTrà ChanhLavieCocaBò HúcBún Thịt MọcBún Sườn Mọc ThịtBún Móng Mọc ThịtBún Đầy Đủ,30000,50000,40000.0
Hotdog Bamy - Quán Thánh,20000 - 50000,7.1,Quán ăn,"113A Quán Thánh, Quận Ba Đình, Hà Nội",14,"Bánh mì, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 07:00 - 22:00,0,0,0,Bánh mì Sinh tố  Nước ép Ăn vặt  Ăn nhẹ Thức uống Nước ngọt Fastfood  Thức ăn nhanh; Bánh mì Sinh tố  Nước ép Ăn vặt  Ăn nhẹ Thức uống Nước ngọt Fastfood  Thức ăn nhanh; Sinh Tố Bơ ( avocado)Sinh Tố Chanh Leo TuyếtNước Ép Dứa ( pineapple)Cóc ÉpNước Ép Dưa HấuSinh Tố Chanh TuyếtSinh Tố Xoai ( watermelon)ép cà rốt ( carrot )ỔiNước Cam ( orange juice),20000,50000,35000.0
Bún Riêu Hoa Béo,20000 - 55000,6.4,Quán ăn,"23 Ngõ Mai Hương, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",3,"Bún, Món nước", 11:00 - 14:00 | 16:00 - 23:59 | 00:01 - 02:00,0,0,0,Bún Món nước; Bún Món nước; Bún Riêu đặc biệtBún Riêu Đậu Đầy Đủ Không TrứngBún Riêu Đậu Bò Giò TaiBún Riêu Đậu BòBún Riêu Đậu Giò Tai Tóp MỡBún Riêu Đậu Tóp MỡBún Riêu Đậu Giò TaiBún Riêu Đậu Chả CáBún Riêu ĐậuBún Riêu Đậu Chả Cá Tóp Mỡ,20000,55000,37500.0
Vịt Kinh Bắc - Tạ Quang Bửu,50000 - 300000,7.8,Quán ăn,"55 Tạ Quang Bửu, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",6,"Cơm Chiên, Bún, Mì, Thịt Vịt, Cơm", 10:30 - 14:00 | 16:30 - 22:00,0,0,0,Cơm Chiên Bún Mì Thịt Vịt Cơm; Cơm Chiên Bún Mì Thịt Vịt Cơm; Mì Trộn VịtCơm Chiên VịtBánh Cuốn VịtMì Trộn Đặc BiệtCơm Chiên Đặc Biệt/ conBánh cuốn đặc biệt/  con vịtCơm trắng  vịtMỳ xào  vịt đặc  biệt,50000,300000,175000.0
Kim Dung - Cháo Trai & Bánh Gối,10000 - 15000,9.5,Ăn vặt/vỉa hè,"10 Tôn Thất Thiệp, Quận Ba Đình, Hà Nội",2,Ăn vặt - Ăn nhẹ, 14:30 - 18:00,0,0,0,Ăn vặt  Ăn nhẹ; Ăn vặt  Ăn nhẹ; Cháo Trai QuẩyBánh GốiChè Đỗ ĐenCháo TraiChè NgôChè Đỗ Xanh,10000,15000,12500.0
Chè Khúc Bạch & Ăn Vặt 71 - Khâm Thiên,30000 - 160000,9.2,Shop Online,"71 Ngõ Tiến Bộ, Khâm Thiên, Quận Đống Đa, Hà Nội",31,"Chè, Ăn vặt - Ăn nhẹ", 09:00 - 23:00,0,0,0,Chè Ăn vặt  Ăn nhẹ; Chè Ăn vặt  Ăn nhẹ; Thịt Bò Khô Ướt Tỏi grBò ướt tỏi( miếng)Bò ướt tỏi ( bắp),30000,160000,95000.0
Nem Tai Bà Giáp,8000 - 22000,7.0,Quán ăn,"54 Trần Xuân Soạn, Quận Hai Bà Trưng, Hà Nội",2,"Ăn vặt - Ăn nhẹ, Nem", 08:30 - 21:00,0,0,0,,8000,22000,15000.0
Nem Tai Ông Quang,10000 - 30000,3.6,Ăn vặt/vỉa hè,"43 Bát Đàn, P. Cửa Đông, Quận Hoàn Kiếm, Hà Nội",2,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem", 12:00 - 20:00,0,0,0,Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem; Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem; Nem Tai Lá SungNem CuốnNem ChuaNộm Bò KhôNộm Bò Gan Lá LáchNộm Thập Cẩm,10000,30000,20000.0
Bà Hồng - Nem Tai & Giò Chả - Lương Định Của,20000 - 70000,3.4,Ăn vặt/vỉa hè,"15 Ngách 91/1 Lương Định Của, Quận Đống Đa, Hà Nội",1,Ăn vặt - Ăn nhẹ, 08:00 - 22:00,0,0,0,,20000,70000,45000.0
Bún Đậu Mắm Tôm - Nguyễn Văn Trỗi,12000 - 25000,8.4,Quán ăn,"112 Nguyễn Văn Trỗi, P. Mộ Lao, Quận Hà Đông, Hà Nội",2,"Bún, Món nước", 09:00 - 21:00,0,0,1,Bún Món nước; Bún Món nước; Combo /Bún Đậu Đầy ĐủĐậu Chả DồiĐậu Nem ChảĐậu Chả ThịtĐậu Dồi ThịtĐậu Nem DồiBún ĐậuĐậu ChảBún Đậu Thịt,12000,25000,18500.0
Caramen Kim Yến - Hàng Than,5000 - 50000,7.5,Ăn vặt/vỉa hè,"31 Hàng Than, Quận Ba Đình, Hà Nội",2,Ăn vặt - Ăn nhẹ, 09:00 - 23:00,0,0,0,,5000,50000,27500.0
